,Model A,Model B,Step,Score
264,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.5760800242424011
265,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.5591999888420105
266,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.5300800204277039
267,vit_large_patch16_224.augreg_in21k,vit_base_patch16_224.mae,15,0.3314400017261505
268,vit_large_patch16_224.augreg_in21k,vit_large_patch16_224.mae,15,0.432640016078949
269,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,15,0.43175995349884033
270,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,15,0.5059999823570251
271,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,15,0.49559998512268066
272,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,15,0.48847997188568115
273,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.5379200577735901
274,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.537839949131012
275,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.516319990158081
276,vit_base_patch16_224.mae,vit_large_patch16_224.mae,15,0.4497600197792053
277,vit_base_patch16_224.mae,vit_huge_patch14_224.mae,15,0.44463998079299927
278,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b,15,0.3227200210094452
279,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b,15,0.3142399787902832
280,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,15,0.31415995955467224
281,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.33511999249458313
282,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.32335999608039856
283,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.3158399760723114
284,vit_large_patch16_224.mae,vit_huge_patch14_224.mae,15,0.7400800585746765
285,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b,15,0.4519200026988983
286,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b,15,0.43855997920036316
287,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,15,0.43831998109817505
288,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.45048001408576965
289,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.4265599846839905
290,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.4183199405670166
291,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b,15,0.4384000301361084
292,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b,15,0.4238400161266327
293,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b,15,0.4215199947357178
294,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.44168001413345337
295,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.42392000555992126
296,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.4066399931907654
297,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b,15,0.7196800708770752
298,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,15,0.6928800344467163
299,vit_base_patch16_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.6007999777793884
300,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.5784000158309937
301,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.5643199682235718
302,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,15,0.7199200391769409
303,vit_large_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.570080041885376
304,vit_large_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.5840800404548645
305,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.5709599852561951
306,vit_huge_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,15,0.553600013256073
307,vit_huge_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.5622400045394897
308,vit_huge_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.5717599987983704
309,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_large_patch14_clip_224.laion2b_ft_in12k,15,0.624239981174469
310,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.6019200086593628
311,vit_large_patch14_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,15,0.6413599848747253
312,vit_tiny_patch16_224.augreg_in21k,vit_small_patch16_224.augreg_in21k,20,0.5480800271034241
313,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,20,0.5690399408340454
314,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,20,0.47888001799583435
315,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.mae,20,0.3611999452114105
316,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.mae,20,0.5015199780464172
317,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,20,0.4843199849128723
318,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,20,0.5643200278282166
319,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,20,0.5325599908828735
320,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,20,0.5177600383758545
321,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.5824799537658691
322,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.5384800434112549
323,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.5081599950790405
324,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,20,0.5535999536514282
325,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,20,0.4944799840450287
326,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.mae,20,0.3330399990081787
327,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.mae,20,0.442080020904541
328,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,20,0.4419199824333191
329,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,20,0.5000000596046448
330,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,20,0.48367998003959656
331,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,20,0.47567999362945557
332,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.5380800366401672
333,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.5127999782562256
334,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.48688000440597534
335,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,20,0.5158399939537048
336,vit_base_patch16_224.augreg_in21k,vit_base_patch16_224.mae,20,0.33560001850128174
337,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.mae,20,0.46055999398231506
338,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,20,0.456959992647171
339,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,20,0.5484000444412231
340,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,20,0.5267199873924255
341,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,20,0.5103199481964111
342,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.5727999806404114
343,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.5533599853515625
344,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.5186400413513184
345,vit_large_patch16_224.augreg_in21k,vit_base_patch16_224.mae,20,0.32968002557754517
346,vit_large_patch16_224.augreg_in21k,vit_large_patch16_224.mae,20,0.40831997990608215
347,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,20,0.4166399836540222
348,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,20,0.46959996223449707
349,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,20,0.462799996137619
350,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,20,0.46056002378463745
351,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.49351996183395386
352,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.4915200173854828
353,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.46639999747276306
354,vit_base_patch16_224.mae,vit_large_patch16_224.mae,20,0.4495999813079834
355,vit_base_patch16_224.mae,vit_huge_patch14_224.mae,20,0.4434399902820587
356,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b,20,0.32328000664711
357,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b,20,0.31751999258995056
358,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,20,0.3163199722766876
359,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.34088000655174255
360,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.33160001039505005
361,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.32079997658729553
362,vit_large_patch16_224.mae,vit_huge_patch14_224.mae,20,0.7419999837875366
363,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b,20,0.44471997022628784
364,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b,20,0.4346400201320648
365,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,20,0.43432000279426575
366,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.4538399577140808
367,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.43063998222351074
368,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.41752001643180847
369,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b,20,0.43647998571395874
370,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b,20,0.42624005675315857
371,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b,20,0.42559996247291565
372,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.4508799612522125
373,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.43136000633239746
374,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.4189600348472595
375,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b,20,0.7173599600791931
376,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,20,0.6894399523735046
377,vit_base_patch16_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.5959200263023376
378,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.5706400275230408
379,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.5454400181770325
380,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,20,0.7153599858283997
381,vit_large_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.5631999373435974
382,vit_large_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.5761599540710449
383,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.544160008430481
384,vit_huge_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,20,0.5550400018692017
385,vit_huge_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.5624799728393555
386,vit_huge_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.5589599609375
387,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_large_patch14_clip_224.laion2b_ft_in12k,20,0.6279999613761902
388,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.5983200073242188
389,vit_large_patch14_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,20,0.6340000033378601
390,vit_tiny_patch16_224.augreg_in21k,vit_small_patch16_224.augreg_in21k,25,0.5559200048446655
391,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,25,0.5427200198173523
392,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,25,0.4448799788951874
393,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.mae,25,0.36607998609542847
394,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.mae,25,0.5039999485015869
395,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,25,0.4888799488544464
396,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,25,0.5586400032043457
397,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,25,0.5297600030899048
398,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,25,0.5214400291442871
399,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.5805599689483643
400,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.5340800285339355
401,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.49952003359794617
402,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,25,0.545520007610321
403,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,25,0.46832001209259033
404,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.mae,25,0.3476000130176544
405,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.mae,25,0.4514400362968445
406,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,25,0.4503999948501587
407,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,25,0.5097600221633911
408,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,25,0.48768001794815063
409,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,25,0.4864799678325653
410,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.5497599244117737
411,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.5124799609184265
412,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.48639994859695435
413,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,25,0.48559996485710144
414,vit_base_patch16_224.augreg_in21k,vit_base_patch16_224.mae,25,0.33904004096984863
415,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.mae,25,0.45431995391845703
416,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,25,0.4560000002384186
417,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,25,0.5245599746704102
418,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,25,0.498960018157959
419,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,25,0.4991999864578247
420,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.5388000011444092
421,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.5255999565124512
422,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.4869600236415863
423,vit_large_patch16_224.augreg_in21k,vit_base_patch16_224.mae,25,0.31376004219055176
424,vit_large_patch16_224.augreg_in21k,vit_large_patch16_224.mae,25,0.38760000467300415
425,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,25,0.3845600187778473
426,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,25,0.4482399523258209
427,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,25,0.44199997186660767
428,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,25,0.43519994616508484
429,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.46456000208854675
430,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.45871996879577637
431,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.43696001172065735
432,vit_base_patch16_224.mae,vit_large_patch16_224.mae,25,0.4495999813079834
433,vit_base_patch16_224.mae,vit_huge_patch14_224.mae,25,0.44488000869750977
434,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b,25,0.32335999608039856
435,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b,25,0.31919997930526733
436,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,25,0.318479984998703
437,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.34167999029159546
438,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.3331199884414673
439,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.31919997930526733
440,vit_large_patch16_224.mae,vit_huge_patch14_224.mae,25,0.7428799867630005
441,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b,25,0.4448000192642212
442,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b,25,0.4440799951553345
443,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,25,0.44223999977111816
444,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.4615999758243561
445,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.4357599914073944
446,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.42368003726005554
447,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b,25,0.43768003582954407
448,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b,25,0.432640016078949
449,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b,25,0.4367999732494354
450,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.4509599804878235
451,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.43407997488975525
452,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.42240002751350403
453,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b,25,0.6936800479888916
454,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,25,0.6823999881744385
455,vit_base_patch16_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.5889600515365601
456,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.5654399991035461
457,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.532480001449585
458,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,25,0.7099199891090393
459,vit_large_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.5642399787902832
460,vit_large_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.5696000456809998
461,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.5339199900627136
462,vit_huge_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,25,0.5575999617576599
463,vit_huge_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.5630399584770203
464,vit_huge_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.5529599785804749
465,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_large_patch14_clip_224.laion2b_ft_in12k,25,0.6268799901008606
466,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.58815997838974
467,vit_large_patch14_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,25,0.626479983329773
468,vit_tiny_patch16_224.augreg_in21k,vit_small_patch16_224.augreg_in21k,30,0.5626399517059326
469,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,30,0.5092800259590149
470,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,30,0.4503200054168701
471,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.mae,30,0.37407997250556946
472,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.mae,30,0.5148000717163086
473,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,30,0.49119997024536133
474,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,30,0.5631999969482422
475,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,30,0.5304799675941467
476,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,30,0.522320032119751
477,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.584879994392395
478,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.524399995803833
479,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.48952001333236694
480,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,30,0.5402399301528931
481,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,30,0.4599200189113617
482,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.mae,30,0.35047999024391174
483,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.mae,30,0.4681600034236908
484,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,30,0.45367997884750366
485,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,30,0.5136800408363342
486,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,30,0.494159996509552
487,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,30,0.48944002389907837
488,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.5530399680137634
489,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.5142399668693542
490,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.4843999743461609
491,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,30,0.4731200039386749
492,vit_base_patch16_224.augreg_in21k,vit_base_patch16_224.mae,30,0.3336000442504883
493,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.mae,30,0.44711998105049133
494,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,30,0.441679984331131
495,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,30,0.49856001138687134
496,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,30,0.4742400646209717
497,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,30,0.4687199890613556
498,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.5169600248336792
499,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.4943999946117401
500,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.47175997495651245
501,vit_large_patch16_224.augreg_in21k,vit_base_patch16_224.mae,30,0.313120037317276
502,vit_large_patch16_224.augreg_in21k,vit_large_patch16_224.mae,30,0.38815996050834656
503,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,30,0.38335999846458435
504,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,30,0.44248002767562866
505,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,30,0.43672001361846924
506,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,30,0.4355199635028839
507,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.46431997418403625
508,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.45319998264312744
509,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.43584001064300537
510,vit_base_patch16_224.mae,vit_large_patch16_224.mae,30,0.44880005717277527
511,vit_base_patch16_224.mae,vit_huge_patch14_224.mae,30,0.4461600184440613
512,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b,30,0.33376002311706543
513,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b,30,0.3222399950027466
514,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,30,0.3271999955177307
515,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.34808000922203064
516,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.3319200277328491
517,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.3238399922847748
518,vit_large_patch16_224.mae,vit_huge_patch14_224.mae,30,0.7364000082015991
519,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b,30,0.46568000316619873
520,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b,30,0.4440000057220459
521,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,30,0.4484800100326538
522,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.46935999393463135
523,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.43775996565818787
524,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.4233599901199341
525,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b,30,0.45271995663642883
526,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b,30,0.4336800277233124
527,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b,30,0.4342399835586548
528,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.4569600224494934
529,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.43320000171661377
530,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.41992002725601196
